id,slug,title,category_path,width_m,depth_m,height_m,vertices,triangles,material_slots,file_size_bytes,sha256,usdz,preview
CLK-0011,clk-0011-polished-chrome-three-ring-armillary-clock,Polished-Chrome Three-Ring Armillary Clock,decor/clocks,0.36,0.24,0.44,10148,20168,4,1387198,4f0826677b1d2ac94db4184aa1e9123de35daf3f92ad929615b58d6cd68e506c,assets/decor/clocks/clk-0011-polished-chrome-three-ring-armillary-clock.usdz,previews/decor/clocks/clk-0011-polished-chrome-three-ring-armillary-clock.jpg
CLK-0012,clk-0012-brass-five-gear-skeleton-mantel-clock,Brass Five-Gear Skeleton Mantel Clock,decor/clocks,0.4,0.18,0.46,13380,26484,4,1626910,e261cd12e74f05f424ce44d20f0ba619fe958197712f0ec50f54f41bbcd5ba81,assets/decor/clocks/clk-0012-brass-five-gear-skeleton-mantel-clock.usdz,previews/decor/clocks/clk-0012-brass-five-gear-skeleton-mantel-clock.jpg
CLK-0013,clk-0013-black-steel-escapement-regulator-table-clock,Black-Steel Escapement Regulator Table Clock,decor/clocks,0.32,0.18,0.52,9712,19304,2,838368,c991887e435082edc3f932d884c93b504dfe45b2df4964ff2ae65d655b952900,assets/decor/clocks/clk-0013-black-steel-escapement-regulator-table-clock.usdz,previews/decor/clocks/clk-0013-black-steel-escapement-regulator-table-clock.jpg
CLK-0014,clk-0014-glass-dome-four-ball-anniversary-clock,Glass-Dome Four-Ball Anniversary Clock,decor/clocks,0.34,0.34,0.48,10874,21640,4,1288862,72237cfe7523a9b1f15abd804c0182222f687590ae30e9f113cf8dcd017d5116,assets/decor/clocks/clk-0014-glass-dome-four-ball-anniversary-clock.usdz,previews/decor/clocks/clk-0014-glass-dome-four-ball-anniversary-clock.jpg
CLK-0015,clk-0015-mahogany-gimbal-box-marine-chronometer,Mahogany Gimbal-Box Marine Chronometer,decor/clocks,0.38,0.299977,0.280052,4304,8504,4,1402064,a5761c0d9e4c8ce84aa9252acf4022ca622af8ff6c9f9f480e7290f8da5c79e6,assets/decor/clocks/clk-0015-mahogany-gimbal-box-marine-chronometer.usdz,previews/decor/clocks/clk-0015-mahogany-gimbal-box-marine-chronometer.jpg
CLK-0016,clk-0016-limestone-portal-suspended-clock,Limestone Portal-Suspended Clock,decor/clocks,0.46,0.18,0.54,9812,19492,2,1243182,575354186a1c0029c82478e60ee8ef9f1c0c90f5f6008623cb17e1c79f408f1c,assets/decor/clocks/clk-0016-limestone-portal-suspended-clock.usdz,previews/decor/clocks/clk-0016-limestone-portal-suspended-clock.jpg
CLK-0017,clk-0017-color-block-three-cube-stack-clock,Color-Block Three-Cube Stack Clock,decor/clocks,0.34,0.28,0.66,7584,15080,4,688568,f7ad57f68b6ee87616c9cc4e3d0199fde2436d56de7dc4e77860acf45aa1260f,assets/decor/clocks/clk-0017-color-block-three-cube-stack-clock.usdz,previews/decor/clocks/clk-0017-color-block-three-cube-stack-clock.jpg
CLK-0018,clk-0018-mixed-metal-triple-orbit-clock,Mixed-Metal Triple-Orbit Clock,decor/clocks,0.48,0.22,0.58,19100,37968,3,1698651,17d2ee0b26faf1400df302d9b7495a6c86aab80a352064fc740c59da72cc063e,assets/decor/clocks/clk-0018-mixed-metal-triple-orbit-clock.usdz,previews/decor/clocks/clk-0018-mixed-metal-triple-orbit-clock.jpg
CLK-0019,clk-0019-white-porcelain-pebble-pair-clock,White-Porcelain Pebble-Pair Clock,decor/clocks,0.34,0.2,0.48,8612,17144,2,810835,52d2f1527f6de135f7500e87ef88dc9ed7c503550a15a63eb5d984936b656729,assets/decor/clocks/clk-0019-white-porcelain-pebble-pair-clock.usdz,previews/decor/clocks/clk-0019-white-porcelain-pebble-pair-clock.jpg
CLK-0020,clk-0020-art-deco-seven-panel-fan-mantel-clock,Art-Deco Seven-Panel Fan Mantel Clock,decor/clocks,0.54,0.18,0.4,4068,8020,3,878546,4769fea28e64669917f71752274f918446cf7bd869a6f12e126d17f41ed55505,assets/decor/clocks/clk-0020-art-deco-seven-panel-fan-mantel-clock.usdz,previews/decor/clocks/clk-0020-art-deco-seven-panel-fan-mantel-clock.jpg
MIR-0001,mir-0001-thin-brass-round-halo-mirror,Thin-Brass Round Halo Mirror,decor/mirrors,0.72,0.06,0.72,1952,3884,3,715549,3b062b5eab8bbb4d38114f2ad33d1c4393900f26cad151d5de6e9b69b0097f20,assets/decor/mirrors/mir-0001-thin-brass-round-halo-mirror.usdz,previews/decor/mirrors/mir-0001-thin-brass-round-halo-mirror.jpg
MIR-0002,mir-0002-matte-black-capsule-mirror,Matte-Black Capsule Mirror,decor/mirrors,0.5,0.07,0.96,1536,3056,3,430224,cc68495ca49e287ec6e512c8c76c7d0c7e23cff0a53396e857e791bf6b4cbe78,assets/decor/mirrors/mir-0002-matte-black-capsule-mirror.usdz,previews/decor/mirrors/mir-0002-matte-black-capsule-mirror.jpg
MIR-0003,mir-0003-white-oak-rounded-rectangle-mirror,White-Oak Rounded-Rectangle Mirror,decor/mirrors,0.68,0.08,0.94,1984,3928,3,671120,b77375e95a19651ddae19546f65a8f2b4e8b9f3ebc546e9f385b27b8df2416b5,assets/decor/mirrors/mir-0003-white-oak-rounded-rectangle-mirror.usdz,previews/decor/mirrors/mir-0003-white-oak-rounded-rectangle-mirror.jpg
MIR-0004,mir-0004-travertine-eight-block-octagonal-mirror,Travertine Eight-Block Octagonal Mirror,decor/mirrors,0.76,0.1,0.76,1152,2264,3,772767,46f772ad73265472675afdbbe88883e37d88a5fff6e438b8d1babd02b208140e,assets/decor/mirrors/mir-0004-travertine-eight-block-octagonal-mirror.usdz,previews/decor/mirrors/mir-0004-travertine-eight-block-octagonal-mirror.jpg
MIR-0005,mir-0005-smoked-chrome-three-panel-triptych-mirror,Smoked-Chrome Three-Panel Triptych Mirror,decor/mirrors,1.2,0.08,0.7,2592,5140,3,709730,005b4160ef17f0571ae778f654e303985dbf2c0bd1841e28308c5da3a353d8b2,assets/decor/mirrors/mir-0005-smoked-chrome-three-panel-triptych-mirror.usdz,previews/decor/mirrors/mir-0005-smoked-chrome-three-panel-triptych-mirror.jpg
MIR-0006,mir-0006-dark-walnut-asymmetric-pebble-mirror,Dark-Walnut Asymmetric Pebble Mirror,decor/mirrors,0.72,0.09,0.92,2304,4596,3,848001,1bafe0c5ccff9a8cb9a42844de6bc5002bf04346a7c97df0d98c987f5f99de51,assets/decor/mirrors/mir-0006-dark-walnut-asymmetric-pebble-mirror.usdz,previews/decor/mirrors/mir-0006-dark-walnut-asymmetric-pebble-mirror.jpg
MIR-0007,mir-0007-natural-rattan-twenty-four-ray-sunburst-mirror,Natural-Rattan Twenty-Four-Ray Sunburst Mirror,decor/mirrors,0.92,0.1,0.92,6272,12440,3,1031048,da3dd1db418a90e5ea49a6cef9b3d15f4b8e18906e20d4c1d77226f3318874f8,assets/decor/mirrors/mir-0007-natural-rattan-twenty-four-ray-sunburst-mirror.usdz,previews/decor/mirrors/mir-0007-natural-rattan-twenty-four-ray-sunburst-mirror.jpg
MIR-0008,mir-0008-brushed-brass-twelve-lobe-scallop-mirror,Brushed-Brass Twelve-Lobe Scallop Mirror,decor/mirrors,0.76,0.08,0.76,7744,15384,3,816038,d982e768eb7f7fffa33b78173eb30c0b500ba2aa1bb7b599699ea64e44bb9d6e,assets/decor/mirrors/mir-0008-brushed-brass-twelve-lobe-scallop-mirror.usdz,previews/decor/mirrors/mir-0008-brushed-brass-twelve-lobe-scallop-mirror.jpg
MIR-0009,mir-0009-chalk-plaster-eight-wave-mirror,Chalk-Plaster Eight-Wave Mirror,decor/mirrors,0.68,0.1,0.9,2304,4596,3,807305,57db54dfc4807c977174e2a6d6bcedbb919e1a59552fd055f356b756c73a7762,assets/decor/mirrors/mir-0009-chalk-plaster-eight-wave-mirror.usdz,previews/decor/mirrors/mir-0009-chalk-plaster-eight-wave-mirror.jpg
MIR-0010,mir-0010-blackened-steel-teardrop-mirror,Blackened-Steel Teardrop Mirror,decor/mirrors,0.62,0.07,1.0,1344,2672,3,411961,d69048217794c0128ab79a444272c74ee6141f018df340fed46422a39dc24cf7,assets/decor/mirrors/mir-0010-blackened-steel-teardrop-mirror.usdz,previews/decor/mirrors/mir-0010-blackened-steel-teardrop-mirror.jpg
MIR-0011,mir-0011-clear-glass-twelve-petal-venetian-mirror,Clear-Glass Twelve-Petal Venetian Mirror,decor/mirrors,0.92,0.08,0.92,7336,14568,4,1055498,ab6b84697939fdc3d24202c0d59d7cde4f288f473f2e836f149b368bc31f1139,assets/decor/mirrors/mir-0011-clear-glass-twelve-petal-venetian-mirror.usdz,previews/decor/mirrors/mir-0011-clear-glass-twelve-petal-venetian-mirror.jpg
MIR-0012,mir-0012-black-and-brass-five-step-art-deco-fan-mirror,Black-and-Brass Five-Step Art-Deco Fan Mirror,decor/mirrors,0.899932,0.090402,0.780039,1920,3784,4,818962,9df2a0667f1c928d2c69ef44d59362b3c9f67791b70dd4a5ffe448082128dd7b,assets/decor/mirrors/mir-0012-black-and-brass-five-step-art-deco-fan-mirror.usdz,previews/decor/mirrors/mir-0012-black-and-brass-five-step-art-deco-fan-mirror.jpg
MIR-0013,mir-0013-antique-silver-thirty-bead-oval-mirror,Antique-Silver Thirty-Bead Oval Mirror,decor/mirrors,0.68,0.08,0.96,7764,15396,3,782567,8ceb23a0fe8aac42c1c26f5cb214a69fd227889b7a77ac2e93709521577b170b,assets/decor/mirrors/mir-0013-antique-silver-thirty-bead-oval-mirror.usdz,previews/decor/mirrors/mir-0013-antique-silver-thirty-bead-oval-mirror.jpg
MIR-0014,mir-0014-rose-gold-triple-arch-mirror,Rose-Gold Triple-Arch Mirror,decor/mirrors,0.9,0.08,0.84,2112,4184,3,702628,fa1c918e22d5a04ba27b8a469564e213bc8b42d385645ac3228dce0a822da036,assets/decor/mirrors/mir-0014-rose-gold-triple-arch-mirror.usdz,previews/decor/mirrors/mir-0014-rose-gold-triple-arch-mirror.jpg
MIR-0015,mir-0015-cobalt-ceramic-twenty-tile-frame-mirror,Cobalt-Ceramic Twenty-Tile Frame Mirror,decor/mirrors,0.7,0.1,0.9,2304,4520,4,457926,ed347157a73c4d15cd523dc08399aae65871b11fec2dd52138b522bc3bda77e9,assets/decor/mirrors/mir-0015-cobalt-ceramic-twenty-tile-frame-mirror.usdz,previews/decor/mirrors/mir-0015-cobalt-ceramic-twenty-tile-frame-mirror.jpg
MIR-0016,mir-0016-aged-bronze-pivot-bar-mirror,Aged-Bronze Pivot-Bar Mirror,decor/mirrors,0.64,0.16,1.1,1536,3028,3,626524,67527972d8b331bc31781a56a8688c4031b6ea817d04ef2f35b0115c4f57d9b2,assets/decor/mirrors/mir-0016-aged-bronze-pivot-bar-mirror.usdz,previews/decor/mirrors/mir-0016-aged-bronze-pivot-bar-mirror.jpg
MIR-0017,mir-0017-matte-black-shelf-and-two-peg-mirror,Matte-Black Shelf-and-Two-Peg Mirror,decor/mirrors,0.72,0.18,0.88,1408,2792,3,419320,8d4ab5c33fd55f7e06c142b534dfaddf5625cfd318d161f1c40c859a8c790bbf,assets/decor/mirrors/mir-0017-matte-black-shelf-and-two-peg-mirror.usdz,previews/decor/mirrors/mir-0017-matte-black-shelf-and-two-peg-mirror.jpg
MIR-0018,mir-0018-oak-and-leather-strap-round-mirror,Oak-and-Leather Strap Round Mirror,decor/mirrors,0.78,0.12,1.02,2952,5784,5,1657910,a55e7262729f0f7102f0842475b3c8b3cc00347b4a44a3bb5ebd147e92b42c0b,assets/decor/mirrors/mir-0018-oak-and-leather-strap-round-mirror.usdz,previews/decor/mirrors/mir-0018-oak-and-leather-strap-round-mirror.jpg
MIR-0019,mir-0019-frameless-four-clip-beveled-mirror,Frameless Four-Clip Beveled Mirror,decor/mirrors,0.62,0.05,0.92,1344,2648,4,862945,55fc449ca4f91257c05de4e03d1921cd29ad1e5c443bb36565a92dae8f8b70ae,assets/decor/mirrors/mir-0019-frameless-four-clip-beveled-mirror.usdz,previews/decor/mirrors/mir-0019-frameless-four-clip-beveled-mirror.jpg
MIR-0020,mir-0020-backlit-double-ring-arch-mirror,Backlit Double-Ring Arch Mirror,decor/mirrors,0.72,0.08,1.02,1768,3516,4,647853,699fe2132a596ffe0d96ca34adbd4d60237c4835beb950a897d1e4e1e0c4780a,assets/decor/mirrors/mir-0020-backlit-double-ring-arch-mirror.usdz,previews/decor/mirrors/mir-0020-backlit-double-ring-arch-mirror.jpg
VAS-0001,vas-0001-cobalt-double-gourd-porcelain-vase,Cobalt Double-Gourd Porcelain Vase,decor/vases,0.28,0.28,0.52,3156,6292,2,360213,23f7c23f6c286180adb6b74d21aa5694f9f63c595bb580b52987863b6e375cc9,assets/decor/vases/vas-0001-cobalt-double-gourd-porcelain-vase.usdz,previews/decor/vases/vas-0001-cobalt-double-gourd-porcelain-vase.jpg
VAS-0002,vas-0002-speckled-stoneware-two-handle-amphora-vase,Speckled-Stoneware Two-Handle Amphora Vase,decor/vases,0.36,0.3,0.46,3322,6524,2,732346,1b7392c21fa7a30fbdd966246eeec3efcf2c3d7b8f673101fc04fa47720265bc,assets/decor/vases/vas-0002-speckled-stoneware-two-handle-amphora-vase.usdz,previews/decor/vases/vas-0002-speckled-stoneware-two-handle-amphora-vase.jpg
VAS-0003,vas-0003-white-porcelain-sixteen-rib-trumpet-vase,White-Porcelain Sixteen-Rib Trumpet Vase,decor/vases,0.32,0.32,0.58,6432,12024,2,570336,a175d6b547753d78944335d070bac6bf50e0746f925a216bfa16360582c85397,assets/decor/vases/vas-0003-white-porcelain-sixteen-rib-trumpet-vase.usdz,previews/decor/vases/vas-0003-white-porcelain-sixteen-rib-trumpet-vase.jpg
VAS-0004,vas-0004-sage-ceramic-five-band-ring-vase,Sage-Ceramic Five-Band Ring Vase,decor/vases,0.34,0.34,0.44,4816,9616,2,293271,80b61c137155c09742f8eaf6846e30b002522f2db588b0f722c8bf05bfeed68d,assets/decor/vases/vas-0004-sage-ceramic-five-band-ring-vase.usdz,previews/decor/vases/vas-0004-sage-ceramic-five-band-ring-vase.jpg
VAS-0005,vas-0005-black-and-ivory-three-panel-slab-vase,Black-and-Ivory Three-Panel Slab Vase,decor/vases,0.38,0.16,0.5,1096,2160,3,315861,ddfde4b03521a36315367053c1be135fa111b99d60d5d5b1e9cca4b3c80f6135,assets/decor/vases/vas-0005-black-and-ivory-three-panel-slab-vase.usdz,previews/decor/vases/vas-0005-black-and-ivory-three-panel-slab-vase.jpg
VAS-0006,vas-0006-smoked-glass-long-neck-teardrop-vase,Smoked-Glass Long-Neck Teardrop Vase,decor/vases,0.3,0.3,0.55,2488,4960,2,272454,b646042d6531e2915f7f5cc23d4d2735ba6541eda2899043c793509aacfbac11,assets/decor/vases/vas-0006-smoked-glass-long-neck-teardrop-vase.usdz,previews/decor/vases/vas-0006-smoked-glass-long-neck-teardrop-vase.jpg
VAS-0007,vas-0007-amber-glass-three-bubble-vase,Amber-Glass Three-Bubble Vase,decor/vases,0.26,0.26,0.6,3142,6260,2,380788,79c6b1b05096fb521e43e30daf094ba647e4e0b7b987fd0e4313a7ee7c3b6f97,assets/decor/vases/vas-0007-amber-glass-three-bubble-vase.usdz,previews/decor/vases/vas-0007-amber-glass-three-bubble-vase.jpg
VAS-0008,vas-0008-clear-glass-twenty-four-rib-cylinder-vase,Clear-Glass Twenty-Four-Rib Cylinder Vase,decor/vases,0.3,0.3,0.48,5136,10164,2,434359,029ee2b68a2648c47814f6aeee2db2ce99f015e0cc1a8a89d5dc5ae1114a7291,assets/decor/vases/vas-0008-clear-glass-twenty-four-rib-cylinder-vase.usdz,previews/decor/vases/vas-0008-clear-glass-twenty-four-rib-cylinder-vase.jpg
VAS-0009,vas-0009-emerald-glass-seven-pleat-fan-vase,Emerald-Glass Seven-Pleat Fan Vase,decor/vases,0.42,0.18,0.38,1892,3692,2,201366,f5d52e9a966a001b3fcbb79f6b08d3b529d80d239b6496909da5bb1b777682c8,assets/decor/vases/vas-0009-emerald-glass-seven-pleat-fan-vase.usdz,previews/decor/vases/vas-0009-emerald-glass-seven-pleat-fan-vase.jpg
VAS-0010,vas-0010-frosted-opal-oval-loop-vase,Frosted-Opal Oval-Loop Vase,decor/vases,0.38,0.16,0.5,6130,12248,2,613652,15752743d6f149e77aa46f0e8e2827b04ef7ed30ec97380802740840a5c0b86d,assets/decor/vases/vas-0010-frosted-opal-oval-loop-vase.usdz,previews/decor/vases/vas-0010-frosted-opal-oval-loop-vase.jpg
VAS-0011,vas-0011-hammered-brass-two-ring-handle-urn-vase,Hammered-Brass Two-Ring-Handle Urn Vase,decor/vases,0.38,0.38,0.52,3384,6744,2,614098,fb0c612abcba5d970406ab50418aed2120d36660206ee6c7c3671e1bf377398b,assets/decor/vases/vas-0011-hammered-brass-two-ring-handle-urn-vase.usdz,previews/decor/vases/vas-0011-hammered-brass-two-ring-handle-urn-vase.jpg
VAS-0012,vas-0012-blackened-steel-six-facet-folded-vase,Blackened-Steel Six-Facet Folded Vase,decor/vases,0.3,0.24,0.66,278,540,2,174283,831f25737233dd677046b4012782616b6a8b0e87fea68fa347fcd9ae7f1b0850,assets/decor/vases/vas-0012-blackened-steel-six-facet-folded-vase.usdz,previews/decor/vases/vas-0012-blackened-steel-six-facet-folded-vase.jpg
VAS-0013,vas-0013-verdigris-copper-crescent-vase,Verdigris-Copper Crescent Vase,decor/vases,0.42,0.18,0.48,2210,4304,2,526230,45187031d758adef799ed096e2f4fc96c08b05ac39c8e2ada2d56392c1386fdd,assets/decor/vases/vas-0013-verdigris-copper-crescent-vase.usdz,previews/decor/vases/vas-0013-verdigris-copper-crescent-vase.jpg
VAS-0014,vas-0014-travertine-four-chamfer-block-vase,Travertine Four-Chamfer Block Vase,decor/vases,0.36,0.28,0.46,1024,2036,2,586440,37fec476392e41ec2571a1fb42b1949bd536d2a878fe142784c434383fb4376d,assets/decor/vases/vas-0014-travertine-four-chamfer-block-vase.usdz,previews/decor/vases/vas-0014-travertine-four-chamfer-block-vase.jpg
VAS-0015,vas-0015-alabaster-six-disc-floor-vase,Alabaster Six-Disc Floor Vase,decor/vases,0.38,0.38,0.72,4348,8660,2,826838,f3bc994540a895e15da9622b21c27b336f54181932470cacce18a0dd64112b43,assets/decor/vases/vas-0015-alabaster-six-disc-floor-vase.usdz,previews/decor/vases/vas-0015-alabaster-six-disc-floor-vase.jpg
VAS-0016,vas-0016-raku-offset-slit-mouth-vase,Raku Offset-Slit-Mouth Vase,decor/vases,0.36,0.34,0.46,2018,4008,3,548863,61a26dd7f33a6386b2218e3b9ee2f27374ebd89ed3d68b46618d01e6a6280c6d,assets/decor/vases/vas-0016-raku-offset-slit-mouth-vase.usdz,previews/decor/vases/vas-0016-raku-offset-slit-mouth-vase.jpg
VAS-0017,vas-0017-terracotta-nine-coil-two-handle-vase,Terracotta Nine-Coil Two-Handle Vase,decor/vases,0.34,0.34,0.54,7160,14204,2,728142,510e1ac682221069d235ddc187d19f48ed36de5e7c16b11e36cf68b8d4eb252f,assets/decor/vases/vas-0017-terracotta-nine-coil-two-handle-vase.usdz,previews/decor/vases/vas-0017-terracotta-nine-coil-two-handle-vase.jpg
VAS-0018,vas-0018-rattan-twelve-rib-three-ring-cage-vase,Rattan Twelve-Rib Three-Ring Cage Vase,decor/vases,0.42,0.42,0.56,9328,18024,3,1280577,457c06004fc3993756a430d3455d0e4a73eabbb06620e0d48b45ea0064c0e411,assets/decor/vases/vas-0018-rattan-twelve-rib-three-ring-cage-vase.usdz,previews/decor/vases/vas-0018-rattan-twelve-rib-three-ring-cage-vase.jpg
VAS-0019,vas-0019-recycled-glass-five-lobe-twist-vase,Recycled-Glass Five-Lobe Twist Vase,decor/vases,0.3,0.3,0.62,7988,15704,2,713629,231feb5489804b3f70ca0cf5b3ee61dc81324bd5da144871a10448065eb38fe5,assets/decor/vases/vas-0019-recycled-glass-five-lobe-twist-vase.usdz,previews/decor/vases/vas-0019-recycled-glass-five-lobe-twist-vase.jpg
VAS-0020,vas-0020-ivory-plaster-double-neck-bridge-vase,Ivory-Plaster Double-Neck Bridge Vase,decor/vases,0.46,0.2,0.52,3292,6508,2,655970,9426d2070bae89922a76c4f974b48d1c6af0e3f48070d4eac7dca2488d61609c,assets/decor/vases/vas-0020-ivory-plaster-double-neck-bridge-vase.usdz,previews/decor/vases/vas-0020-ivory-plaster-double-neck-bridge-vase.jpg
CRK-0001,crk-0001-georgian-mahogany-eight-hook-mirror-hall-tree,Georgian Mahogany Eight-Hook Mirror Hall Tree,entryway/coat-racks,0.82,0.42,1.88,4432,8404,3,1226194,42933088f5309eb95dcdfeba3e65dcf766c23c298c13104020ee83b4ffa76260,assets/entryway/coat-racks/crk-0001-georgian-mahogany-eight-hook-mirror-hall-tree.usdz,previews/entryway/coat-racks/crk-0001-georgian-mahogany-eight-hook-mirror-hall-tree.jpg
CRK-0002,crk-0002-french-provincial-painted-ash-six-scroll-hook-coat-tree,French Provincial Painted-Ash Six-Scroll-Hook Coat Tree,entryway/coat-racks,0.62,0.62,1.82,3204,5936,2,1027127,952f2f135879a0a532c2071df7b1c67e478a1af5e963bd362208d155d35d6f2b,assets/entryway/coat-racks/crk-0002-french-provincial-painted-ash-six-scroll-hook-coat-tree.usdz,previews/entryway/coat-racks/crk-0002-french-provincial-painted-ash-six-scroll-hook-coat-tree.jpg
CRK-0003,crk-0003-arts-and-crafts-oak-five-hook-slat-hall-rack,Arts-and-Crafts Oak Five-Hook Slat Hall Rack,entryway/coat-racks,0.9,0.36,1.78,2772,5236,2,948876,4d1c585f16e19459fb20e775451b73152fea2370862831b83a0b12bfc8c39360,assets/entryway/coat-racks/crk-0003-arts-and-crafts-oak-five-hook-slat-hall-rack.usdz,previews/entryway/coat-racks/crk-0003-arts-and-crafts-oak-five-hook-slat-hall-rack.jpg
CRK-0004,crk-0004-shaker-maple-eight-peg-two-tier-coat-tree,Shaker Maple Eight-Peg Two-Tier Coat Tree,entryway/coat-racks,0.679991,0.679991,1.760026,3840,7624,1,623066,82d277bb16d39a4eccc59b18727dcbb5e49e2839f7b47ad4bff9fa797e219f57,assets/entryway/coat-racks/crk-0004-shaker-maple-eight-peg-two-tier-coat-tree.usdz,previews/entryway/coat-racks/crk-0004-shaker-maple-eight-peg-two-tier-coat-tree.jpg
CRK-0005,crk-0005-campaign-teak-folding-six-hook-coat-stand,Campaign Teak Folding Six-Hook Coat Stand,entryway/coat-racks,0.72,0.58,1.74,3544,6728,3,1429251,44f11ae46faeaf278df1dede705b7778ce475f37a330f2e5f8cc52a8e9b39221,assets/entryway/coat-racks/crk-0005-campaign-teak-folding-six-hook-coat-stand.usdz,previews/entryway/coat-racks/crk-0005-campaign-teak-folding-six-hook-coat-stand.jpg
CRK-0006,crk-0006-black-steel-six-slider-t-frame-garment-rack,Black-Steel Six-Slider T-Frame Garment Rack,entryway/coat-racks,1.12,0.46,1.72,3656,6952,2,379199,80ac23c617204ecc31ff54e5a9284eeb6718a5fe7af9eab22dc58a6272e9746d,assets/entryway/coat-racks/crk-0006-black-steel-six-slider-t-frame-garment-rack.usdz,previews/entryway/coat-racks/crk-0006-black-steel-six-slider-t-frame-garment-rack.jpg
CRK-0007,crk-0007-white-oak-five-rung-ladder-coat-rack,White-Oak Five-Rung Ladder Coat Rack,entryway/coat-racks,0.7,0.450379,1.739983,3712,7364,2,647430,2d0fede28bdaa73a2497602b14c270218fac9baa5b50a75f9e90ba8319f16f9f,assets/entryway/coat-racks/crk-0007-white-oak-five-rung-ladder-coat-rack.usdz,previews/entryway/coat-racks/crk-0007-white-oak-five-rung-ladder-coat-rack.jpg
CRK-0008,crk-0008-graphite-perforated-spine-ten-peg-coat-stand,Graphite Perforated-Spine Ten-Peg Coat Stand,entryway/coat-racks,0.48,0.46,1.8,6456,12808,2,492973,c9f875591b10cb6967ddb178defc6adf7011ed77c8bfc7169944f3412cdf8808,assets/entryway/coat-racks/crk-0008-graphite-perforated-spine-ten-peg-coat-stand.usdz,previews/entryway/coat-racks/crk-0008-graphite-perforated-spine-ten-peg-coat-stand.jpg
CRK-0009,crk-0009-white-polymer-eight-hook-rotating-crown-coat-tree,White-Polymer Eight-Hook Rotating-Crown Coat Tree,entryway/coat-racks,0.68,0.68,1.75,5024,9588,2,515083,cbaa387aa8ce9bd4ee9155f7144529c7df2b2800c0c99f6948a558c7c733c8b5,assets/entryway/coat-racks/crk-0009-white-polymer-eight-hook-rotating-crown-coat-tree.usdz,previews/entryway/coat-racks/crk-0009-white-polymer-eight-hook-rotating-crown-coat-tree.jpg
CRK-0010,crk-0010-color-blocked-five-peg-modular-hall-rack,Color-Blocked Five-Peg Modular Hall Rack,entryway/coat-racks,0.88,0.441835,1.699864,2552,5056,6,1358062,ff50cb66b0f13ef774a0d611fd04dbedcd479d47efc2b381601b760cdb71cf2e,assets/entryway/coat-racks/crk-0010-color-blocked-five-peg-modular-hall-rack.usdz,previews/entryway/coat-racks/crk-0010-color-blocked-five-peg-modular-hall-rack.jpg
CRK-0011,crk-0011-narrow-ash-tri-post-corner-coat-tree,Narrow Ash Tri-Post Corner Coat Tree,entryway/coat-racks,0.460003,0.46,1.72,3840,7620,2,651842,ad6518a7e633369ce29919bc2da8a30102dc34a05990a11fc613492831a34f62,assets/entryway/coat-racks/crk-0011-narrow-ash-tri-post-corner-coat-tree.usdz,previews/entryway/coat-racks/crk-0011-narrow-ash-tri-post-corner-coat-tree.jpg
CRK-0012,crk-0012-birch-three-panel-nine-peg-folding-screen-rack,Birch Three-Panel Nine-Peg Folding-Screen Rack,entryway/coat-racks,1.18,0.38,1.66,6400,12636,2,944004,cdaca780bda39011978f1b46168f515384130cea7e637588ca027105ab1a6060,assets/entryway/coat-racks/crk-0012-birch-three-panel-nine-peg-folding-screen-rack.usdz,previews/entryway/coat-racks/crk-0012-birch-three-panel-nine-peg-folding-screen-rack.jpg
CRK-0013,crk-0013-sage-mobile-four-hook-garment-rail,Sage Mobile Four-Hook Garment Rail,entryway/coat-racks,1.02,0.5,1.68,4840,9408,2,673162,2be20b0947e5122876b278eec5d967d399d6ffa2d51ca1734b5ef841cc2aeba4,assets/entryway/coat-racks/crk-0013-sage-mobile-four-hook-garment-rail.usdz,previews/entryway/coat-racks/crk-0013-sage-mobile-four-hook-garment-rail.jpg
CRK-0014,crk-0014-telescoping-aluminum-two-arm-valet-rack,Telescoping Aluminum Two-Arm Valet Rack,entryway/coat-racks,0.52,0.52,1.82,4180,8052,2,744566,86823da50485e44b3c1df296aed5f2be3138450575c20934156d4dfa6a239232,assets/entryway/coat-racks/crk-0014-telescoping-aluminum-two-arm-valet-rack.usdz,previews/entryway/coat-racks/crk-0014-telescoping-aluminum-two-arm-valet-rack.jpg
CRK-0015,crk-0015-black-steel-twin-column-six-hook-nesting-rack,Black-Steel Twin-Column Six-Hook Nesting Rack,entryway/coat-racks,0.66,0.44,1.72,3472,6592,3,762116,9e647a71d8299832a7d5ba3a145f4cb4f17432c74613cecf9088defcd41152fc,assets/entryway/coat-racks/crk-0015-black-steel-twin-column-six-hook-nesting-rack.usdz,previews/entryway/coat-racks/crk-0015-black-steel-twin-column-six-hook-nesting-rack.jpg
CRK-0016,crk-0016-oak-drum-twelve-peg-crown-coat-tree,Oak Drum Twelve-Peg Crown Coat Tree,entryway/coat-racks,0.64,0.64,1.76,5824,11584,2,829812,85e29c7f605ad32a74fd7488319189f3b523cbfdb842f10adf6e83d96f66036d,assets/entryway/coat-racks/crk-0016-oak-drum-twelve-peg-crown-coat-tree.usdz,previews/entryway/coat-racks/crk-0016-oak-drum-twelve-peg-crown-coat-tree.jpg
